bisphenol,ID,ID.2,treatment,temp,exposure,temp.acute,body.mass_pre,condition,CS.slope.1,CS.slope.2,CS.slope,CS.dilution,CS.activity,LDH.slope.1,LDH.slope.2,LDH.slope,LDH.dilution,LDH.activity
BPS,BPS-28-BPS-7,28-BPS-7,28-expose,28,expose,28,0.43,1.89718267,0.0535,0.0549,0.0542,10,3.985294118,0.0796,0.0827,0.08115,200,119.3382353
BPS,BPS-28-C-7,28-C-7,28-C,28,control,28,0.53,2.002751554,,,,,,,,,,
BPS,BPS-28-C-13,28-C-13,28-C,28,control,18,0.45,1.923598432,0.0377,0.0382,0.03795,10,2.790441176,0.093,0.0927,0.09285,100,68.27205882
BPS,BPS-28-BPS-13,28-BPS-13,28-expose,28,expose,18,0.4,1.674489883,,,,,,,,,,
BPS,BPS-28-C-8,28-C-8,28-C,28,control,28,0.48,1.795674736,0.0746,0.0733,0.07395,10,5.4375,0.1048,0.1072,0.106,200,155.8823529
BPS,BPS-28-BPS-8,28-BPS-8,28-expose,28,expose,28,0.19,0.847239658,0.0341,0.0384,0.03625,10,2.665441176,0.0207,0.0235,0.0221,200,32.5
BPS,BPS-28-BPS-14,28-BPS-14,28-expose,28,expose,18,0.41,1.251220703,0.0454,0.0445,0.04495,10,3.305147059,0.0969,0.0964,0.09665,100,71.06617647
BPS,BPS-28-C-14,28-C-14,28-C,28,control,18,0.43,1.287955448,0.054,0.0583,0.05615,10,4.128676471,0.0904,0.0892,0.0898,100,66.02941176
BPS,BPS-28-BPS-9,28-BPS-9,28-expose,28,expose,28,0.5,1.511662735,,,,,,,,,,
BPS,BPS-28-C-9,28-C-9,28-C,28,control,28,0.49,1.552869043,,,,,,,,,,
BPS,BPS-28-C-15,28-C-15,28-C,28,control,18,0.44,2.047944999,0.044,,0.044,10,3.235294118,0.127,0.0942,0.1106,100,81.32352941
BPS,BPS-28-BPS-15,28-BPS-15,28-expose,28,expose,18,0.35,1.152402687,0.066,0.069,0.0675,10,4.963235294,0.0889,0.0872,0.08805,100,64.74264706
BPS,BPS-28-C-10,28-C-10,28-C,28,control,28,0.53,1.63269033,0.0547,0.0546,0.05465,10,4.018382353,0.0581,0.0585,0.0583,200,85.73529412
BPS,BPS-28-BPS-10,28-BPS-10,28-expose,28,expose,28,0.38,1.534150335,0.07,0.0695,0.06975,10,5.128676471,0.0636,0.0524,0.058,200,85.29411765
